	TreeNum	Phytochemical	Count	Disease Header	Association
4930	C04.588.274	C042577	1	Digestive System Neoplasms	Positive
4931	C04.588.274	D004145	1	Digestive System Neoplasms	Positive
4933	C04.588.274	D005054	1	Digestive System Neoplasms	Positive
4935	C04.588.274	C007836	1	Digestive System Neoplasms	Positive
4936	C04.588.274	D019695	1	Digestive System Neoplasms	Positive
4937	C04.588.274	C013015	1	Digestive System Neoplasms	Positive
4938	C04.588.274	C040920	1	Digestive System Neoplasms	Positive
4939	C04.588.274	C008281	1	Digestive System Neoplasms	Positive
4940	C04.588.274	C010480	1	Digestive System Neoplasms	Positive
4941	C04.588.274	D008715	1	Digestive System Neoplasms	Positive
4942	C04.588.274	D009020	1	Digestive System Neoplasms	Positive
4943	C04.588.274	C008661	1	Digestive System Neoplasms	Positive
4946	C04.588.274	C002979	1	Digestive System Neoplasms	Positive
4947	C04.588.274	C056068	1	Digestive System Neoplasms	Positive
4948	C04.588.274	D013936	1	Digestive System Neoplasms	Positive
4950	C04.588.274	C005466	1	Digestive System Neoplasms	Positive
5555	C04.588.274.476	D003474	5	Gastrointestinal Neoplasms	Positive
5567	C04.588.274.476	D011794	4	Gastrointestinal Neoplasms	Positive
5558	C04.588.274.476	C045651	2	Gastrointestinal Neoplasms	Positive
5552	C04.588.274.476	D047310	1	Gastrointestinal Neoplasms	Positive
5553	C04.588.274.476	C002503	1	Gastrointestinal Neoplasms	Positive
5554	C04.588.274.476	C012843	1	Gastrointestinal Neoplasms	Positive
5556	C04.588.274.476	C028009	1	Gastrointestinal Neoplasms	Positive
5557	C04.588.274.476	C042577	1	Gastrointestinal Neoplasms	Positive
5559	C04.588.274.476	D005054	1	Gastrointestinal Neoplasms	Positive
5560	C04.588.274.476	D019833	1	Gastrointestinal Neoplasms	Positive
5561	C04.588.274.476	C007836	1	Gastrointestinal Neoplasms	Positive
5562	C04.588.274.476	C013015	1	Gastrointestinal Neoplasms	Positive
5563	C04.588.274.476	C040920	1	Gastrointestinal Neoplasms	Positive
5564	C04.588.274.476	D009020	1	Gastrointestinal Neoplasms	Positive
5565	C04.588.274.476	C008661	1	Gastrointestinal Neoplasms	Positive
5566	C04.588.274.476	D009638	1	Gastrointestinal Neoplasms	Positive
5568	C04.588.274.476	C002979	1	Gastrointestinal Neoplasms	Positive
5569	C04.588.274.476	D013936	1	Gastrointestinal Neoplasms	Positive
7271	C04.588.274.476.205	C042577	1	Esophageal Neoplasms	Positive
5573	C04.588.274.476.411	D003474	3	Intestinal Neoplasms	Positive
5582	C04.588.274.476.411	D011794	3	Intestinal Neoplasms	Positive
5575	C04.588.274.476.411	C045651	2	Intestinal Neoplasms	Positive
5570	C04.588.274.476.411	D047310	1	Intestinal Neoplasms	Positive
5571	C04.588.274.476.411	C002503	1	Intestinal Neoplasms	Positive
5572	C04.588.274.476.411	C012843	1	Intestinal Neoplasms	Positive
5574	C04.588.274.476.411	C028009	1	Intestinal Neoplasms	Positive
5576	C04.588.274.476.411	D019833	1	Intestinal Neoplasms	Positive
5577	C04.588.274.476.411	C007836	1	Intestinal Neoplasms	Positive
5578	C04.588.274.476.411	C013015	1	Intestinal Neoplasms	Positive
5579	C04.588.274.476.411	C040920	1	Intestinal Neoplasms	Positive
5580	C04.588.274.476.411	D009020	1	Intestinal Neoplasms	Positive
5581	C04.588.274.476.411	C008661	1	Intestinal Neoplasms	Positive
5583	C04.588.274.476.411	C002979	1	Intestinal Neoplasms	Positive
5584	C04.588.274.476.411	D013936	1	Intestinal Neoplasms	Positive
5597	C04.588.274.476.411.307	D011794	3	Colorectal Neoplasms	Positive
5588	C04.588.274.476.411.307	D003474	2	Colorectal Neoplasms	Positive
5590	C04.588.274.476.411.307	C045651	2	Colorectal Neoplasms	Positive
5585	C04.588.274.476.411.307	D047310	1	Colorectal Neoplasms	Positive
5586	C04.588.274.476.411.307	C002503	1	Colorectal Neoplasms	Positive
5587	C04.588.274.476.411.307	C012843	1	Colorectal Neoplasms	Positive
5589	C04.588.274.476.411.307	C028009	1	Colorectal Neoplasms	Positive
5591	C04.588.274.476.411.307	D019833	1	Colorectal Neoplasms	Positive
5592	C04.588.274.476.411.307	C007836	1	Colorectal Neoplasms	Positive
5593	C04.588.274.476.411.307	C013015	1	Colorectal Neoplasms	Positive
5594	C04.588.274.476.411.307	C040920	1	Colorectal Neoplasms	Positive
5595	C04.588.274.476.411.307	D009020	1	Colorectal Neoplasms	Positive
5596	C04.588.274.476.411.307	C008661	1	Colorectal Neoplasms	Positive
5598	C04.588.274.476.411.307	C002979	1	Colorectal Neoplasms	Positive
5599	C04.588.274.476.411.307	D013936	1	Colorectal Neoplasms	Positive
7098	C04.588.274.476.411.307.089	D003474	1	Adenomatous Polyposis Coli	Positive
7099	C04.588.274.476.411.307.089	D011794	1	Adenomatous Polyposis Coli	Positive
5600	C04.588.274.476.411.307.180	D047310	1	Colonic Neoplasms	Positive
5601	C04.588.274.476.411.307.180	C002503	1	Colonic Neoplasms	Positive
5602	C04.588.274.476.411.307.180	C012843	1	Colonic Neoplasms	Positive
5603	C04.588.274.476.411.307.180	D003474	1	Colonic Neoplasms	Positive
5604	C04.588.274.476.411.307.180	C028009	1	Colonic Neoplasms	Positive
5605	C04.588.274.476.411.307.180	C045651	1	Colonic Neoplasms	Positive
5606	C04.588.274.476.411.307.180	D019833	1	Colonic Neoplasms	Positive
5607	C04.588.274.476.411.307.180	C007836	1	Colonic Neoplasms	Positive
5608	C04.588.274.476.411.307.180	C013015	1	Colonic Neoplasms	Positive
5609	C04.588.274.476.411.307.180	C040920	1	Colonic Neoplasms	Positive
5610	C04.588.274.476.411.307.180	D009020	1	Colonic Neoplasms	Positive
5611	C04.588.274.476.411.307.180	C008661	1	Colonic Neoplasms	Positive
5612	C04.588.274.476.411.307.180	D011794	1	Colonic Neoplasms	Positive
5613	C04.588.274.476.411.307.180	C002979	1	Colonic Neoplasms	Positive
6830	C04.588.274.476.767	D003474	1	Stomach Neoplasms	Positive
6831	C04.588.274.476.767	D005054	1	Stomach Neoplasms	Positive
6832	C04.588.274.476.767	D009638	1	Stomach Neoplasms	Positive
6833	C04.588.274.476.767	D011794	1	Stomach Neoplasms	Positive
4952	C04.588.274.623	D019207	3	Liver Neoplasms	Positive
4964	C04.588.274.623	D011794	3	Liver Neoplasms	Positive
4957	C04.588.274.623	C045651	2	Liver Neoplasms	Positive
4966	C04.588.274.623	C003466	2	Liver Neoplasms	Positive
4951	C04.588.274.623	C038491	1	Liver Neoplasms	Positive
4953	C04.588.274.623	D002392	1	Liver Neoplasms	Positive
4954	C04.588.274.623	C012843	1	Liver Neoplasms	Positive
4955	C04.588.274.623	D003474	1	Liver Neoplasms	Positive
4956	C04.588.274.623	D004145	1	Liver Neoplasms	Positive
4958	C04.588.274.623	D019833	1	Liver Neoplasms	Positive
4959	C04.588.274.623	D019695	1	Liver Neoplasms	Positive
4960	C04.588.274.623	C008281	1	Liver Neoplasms	Positive
4961	C04.588.274.623	C010480	1	Liver Neoplasms	Positive
4962	C04.588.274.623	D008715	1	Liver Neoplasms	Positive
4963	C04.588.274.623	D009638	1	Liver Neoplasms	Positive
4965	C04.588.274.623	C056068	1	Liver Neoplasms	Positive
4967	C04.588.274.623	C005466	1	Liver Neoplasms	Positive
6287	C04.588.274.623.160	D019207	1	Carcinoma, Hepatocellular	Positive
6288	C04.588.274.623.160	C012843	1	Carcinoma, Hepatocellular	Positive
6289	C04.588.274.623.160	D003474	1	Carcinoma, Hepatocellular	Positive
6290	C04.588.274.623.160	D004145	1	Carcinoma, Hepatocellular	Positive
6291	C04.588.274.623.160	C045651	1	Carcinoma, Hepatocellular	Positive
6292	C04.588.274.623.160	D019833	1	Carcinoma, Hepatocellular	Positive
6293	C04.588.274.623.160	C010480	1	Carcinoma, Hepatocellular	Positive
6294	C04.588.274.623.160	D008715	1	Carcinoma, Hepatocellular	Positive
6295	C04.588.274.623.160	D011794	1	Carcinoma, Hepatocellular	Positive
6296	C04.588.274.623.160	C003466	1	Carcinoma, Hepatocellular	Positive
6297	C04.588.274.623.160	C005466	1	Carcinoma, Hepatocellular	Positive
6307	C04.588.274.623.460	D019207	1	Liver Neoplasms, Experimental	Positive
6308	C04.588.274.623.460	C008281	1	Liver Neoplasms, Experimental	Positive
6309	C04.588.274.623.460	D011794	1	Liver Neoplasms, Experimental	Positive
6310	C04.588.274.623.460	C003466	1	Liver Neoplasms, Experimental	Positive
5663	C04.588.274.761	D047310	1	Pancreatic Neoplasms	Positive
5664	C04.588.274.761	D001599	1	Pancreatic Neoplasms	Positive
5665	C04.588.274.761	D003474	1	Pancreatic Neoplasms	Positive
5666	C04.588.274.761	C045651	1	Pancreatic Neoplasms	Positive
5667	C04.588.274.761	D011794	1	Pancreatic Neoplasms	Positive
8374	C04.588.274.761.750	D011794	1	Carcinoma, Pancreatic Ductal	Positive
5183	C04.588.322	D003474	2	Endocrine Gland Neoplasms	Positive
5187	C04.588.322	D011794	2	Endocrine Gland Neoplasms	Positive
5181	C04.588.322	D047310	1	Endocrine Gland Neoplasms	Positive
5182	C04.588.322	D001599	1	Endocrine Gland Neoplasms	Positive
5184	C04.588.322	C045651	1	Endocrine Gland Neoplasms	Positive
5185	C04.588.322	D019833	1	Endocrine Gland Neoplasms	Positive
5186	C04.588.322	D047311	1	Endocrine Gland Neoplasms	Positive
7106	C04.588.322.455	D003474	1	Ovarian Neoplasms	Positive
7107	C04.588.322.455	D019833	1	Ovarian Neoplasms	Positive
7108	C04.588.322.455	D047311	1	Ovarian Neoplasms	Positive
7109	C04.588.322.455	D011794	1	Ovarian Neoplasms	Positive
5188	C04.588.322.475	D047310	1	Pancreatic Neoplasms	Positive
5189	C04.588.322.475	D001599	1	Pancreatic Neoplasms	Positive
5190	C04.588.322.475	D003474	1	Pancreatic Neoplasms	Positive
5191	C04.588.322.475	C045651	1	Pancreatic Neoplasms	Positive
5192	C04.588.322.475	D011794	1	Pancreatic Neoplasms	Positive
8309	C04.588.322.475.750	D011794	1	Carcinoma, Pancreatic Ductal	Positive
7009	C04.588.443	D003474	2	Head and Neck Neoplasms	Positive
7010	C04.588.443	C042577	1	Head and Neck Neoplasms	Positive
7011	C04.588.443	C045651	1	Head and Neck Neoplasms	Positive
7012	C04.588.443	C037032	1	Head and Neck Neoplasms	Positive
7013	C04.588.443	D011794	1	Head and Neck Neoplasms	Positive
7014	C04.588.443	C018381	1	Head and Neck Neoplasms	Positive
7015	C04.588.443	C056068	1	Head and Neck Neoplasms	Positive
7282	C04.588.443.353	C042577	1	Esophageal Neoplasms	Positive
7016	C04.588.443.591	D003474	1	Mouth Neoplasms	Positive
7017	C04.588.443.591	C045651	1	Mouth Neoplasms	Positive
7018	C04.588.443.591	D011794	1	Mouth Neoplasms	Positive
7019	C04.588.443.591	C018381	1	Mouth Neoplasms	Positive
7020	C04.588.443.591	C056068	1	Mouth Neoplasms	Positive
7481	C04.588.443.591.925	C045651	1	Tongue Neoplasms	Positive
7482	C04.588.443.591.925	C056068	1	Tongue Neoplasms	Positive
6542	C04.588.531	D002392	1	Mammary Neoplasms, Animal	Positive
6543	C04.588.531	C042577	1	Mammary Neoplasms, Animal	Positive
6544	C04.588.531	D019833	1	Mammary Neoplasms, Animal	Positive
6545	C04.588.531	D011794	1	Mammary Neoplasms, Animal	Positive
6546	C04.588.531	C002979	1	Mammary Neoplasms, Animal	Positive
6547	C04.588.531	D024505	1	Mammary Neoplasms, Animal	Positive
6548	C04.588.531.500	D002392	1	Mammary Neoplasms, Experimental	Positive
6549	C04.588.531.500	C042577	1	Mammary Neoplasms, Experimental	Positive
6550	C04.588.531.500	D019833	1	Mammary Neoplasms, Experimental	Positive
6551	C04.588.531.500	D011794	1	Mammary Neoplasms, Experimental	Positive
6552	C04.588.531.500	C002979	1	Mammary Neoplasms, Experimental	Positive
6553	C04.588.531.500	D024505	1	Mammary Neoplasms, Experimental	Positive
6813	C04.588.614	D003474	2	Nervous System Neoplasms	Positive
6814	C04.588.614	D008353	1	Nervous System Neoplasms	Positive
6815	C04.588.614	C005273	1	Nervous System Neoplasms	Positive
6816	C04.588.614.250	D003474	1	Central Nervous System Neoplasms	Positive
6817	C04.588.614.250	D008353	1	Central Nervous System Neoplasms	Positive
6818	C04.588.614.250	C005273	1	Central Nervous System Neoplasms	Positive
6819	C04.588.614.250.195	D003474	1	Brain Neoplasms	Positive
6820	C04.588.614.250.195	C005273	1	Brain Neoplasms	Positive
7816	C04.588.614.250.580	D008353	1	Meningeal Neoplasms	Positive
7817	C04.588.614.250.580.500	D008353	1	Meningioma	Positive
4404	C04.588.805	C058956	1	Skin Neoplasms	Positive
4405	C04.588.805	C038491	1	Skin Neoplasms	Positive
4406	C04.588.805	D047310	1	Skin Neoplasms	Positive
4407	C04.588.805	C113861	1	Skin Neoplasms	Positive
4408	C04.588.805	D003474	1	Skin Neoplasms	Positive
4409	C04.588.805	C100089	1	Skin Neoplasms	Positive
4410	C04.588.805	D004610	1	Skin Neoplasms	Positive
4411	C04.588.805	C045651	1	Skin Neoplasms	Positive
4412	C04.588.805	D005054	1	Skin Neoplasms	Positive
4413	C04.588.805	C007845	1	Skin Neoplasms	Positive
4414	C04.588.805	C010480	1	Skin Neoplasms	Positive
4415	C04.588.805	D009828	1	Skin Neoplasms	Positive
4416	C04.588.805	D011794	1	Skin Neoplasms	Positive
4417	C04.588.805	C005466	1	Skin Neoplasms	Positive
4418	C04.588.805	D009536	1	Skin Neoplasms	Positive
5776	C04.588.894	D003474	2	Thoracic Neoplasms	Positive
5774	C04.588.894	C006680	1	Thoracic Neoplasms	Positive
5775	C04.588.894	D019207	1	Thoracic Neoplasms	Positive
5777	C04.588.894	C045651	1	Thoracic Neoplasms	Positive
5778	C04.588.894	D019833	1	Thoracic Neoplasms	Positive
5779	C04.588.894	D008730	1	Thoracic Neoplasms	Positive
5780	C04.588.894	D009020	1	Thoracic Neoplasms	Positive
5781	C04.588.894	D019787	1	Thoracic Neoplasms	Positive
5782	C04.588.894	D011794	1	Thoracic Neoplasms	Positive
5783	C04.588.894	C005705	1	Thoracic Neoplasms	Positive
5784	C04.588.894	C009438	1	Thoracic Neoplasms	Positive
5787	C04.588.894.797	D003474	2	Respiratory Tract Neoplasms	Positive
5785	C04.588.894.797	C006680	1	Respiratory Tract Neoplasms	Positive
5786	C04.588.894.797	D019207	1	Respiratory Tract Neoplasms	Positive
5788	C04.588.894.797	C045651	1	Respiratory Tract Neoplasms	Positive
5789	C04.588.894.797	D019833	1	Respiratory Tract Neoplasms	Positive
5790	C04.588.894.797	D008730	1	Respiratory Tract Neoplasms	Positive
5791	C04.588.894.797	D009020	1	Respiratory Tract Neoplasms	Positive
5792	C04.588.894.797	D019787	1	Respiratory Tract Neoplasms	Positive
5793	C04.588.894.797	D011794	1	Respiratory Tract Neoplasms	Positive
5794	C04.588.894.797	C005705	1	Respiratory Tract Neoplasms	Positive
5795	C04.588.894.797	C009438	1	Respiratory Tract Neoplasms	Positive
5798	C04.588.894.797.520	D003474	2	Lung Neoplasms	Positive
5796	C04.588.894.797.520	C006680	1	Lung Neoplasms	Positive
5797	C04.588.894.797.520	D019207	1	Lung Neoplasms	Positive
5799	C04.588.894.797.520	C045651	1	Lung Neoplasms	Positive
5800	C04.588.894.797.520	D019833	1	Lung Neoplasms	Positive
5801	C04.588.894.797.520	D008730	1	Lung Neoplasms	Positive
5802	C04.588.894.797.520	D009020	1	Lung Neoplasms	Positive
5803	C04.588.894.797.520	D019787	1	Lung Neoplasms	Positive
5804	C04.588.894.797.520	D011794	1	Lung Neoplasms	Positive
5805	C04.588.894.797.520	C005705	1	Lung Neoplasms	Positive
6834	C04.588.894.797.520.109	D003474	1	Bronchial Neoplasms	Positive
6835	C04.588.894.797.520.109.220	D003474	1	Carcinoma, Bronchogenic	Positive
6836	C04.588.894.797.520.109.220.249	D003474	1	Carcinoma, Non-Small-Cell Lung	Positive
8399	C04.588.894.797.640	C009438	1	Pleural Neoplasms	Positive
8400	C04.588.894.797.640.700	C009438	1	Pleural Effusion, Malignant	Positive
5361	C04.588.945	D003474	3	Urogenital Neoplasms	Positive
5370	C04.588.945	D019833	3	Urogenital Neoplasms	Positive
5373	C04.588.945	D011794	2	Urogenital Neoplasms	Positive
5355	C04.588.945	D047310	1	Urogenital Neoplasms	Positive
5356	C04.588.945	D001599	1	Urogenital Neoplasms	Positive
5357	C04.588.945	C445979	1	Urogenital Neoplasms	Positive
5358	C04.588.945	C004541	1	Urogenital Neoplasms	Positive
5359	C04.588.945	C023623	1	Urogenital Neoplasms	Positive
5360	C04.588.945	D003375	1	Urogenital Neoplasms	Positive
5362	C04.588.945	C004742	1	Urogenital Neoplasms	Positive
5363	C04.588.945	C028009	1	Urogenital Neoplasms	Positive
5364	C04.588.945	C042577	1	Urogenital Neoplasms	Positive
5365	C04.588.945	D004610	1	Urogenital Neoplasms	Positive
5366	C04.588.945	C045651	1	Urogenital Neoplasms	Positive
5367	C04.588.945	C036071	1	Urogenital Neoplasms	Positive
5368	C04.588.945	D005054	1	Urogenital Neoplasms	Positive
5369	C04.588.945	C007768	1	Urogenital Neoplasms	Positive
5371	C04.588.945	C541528	1	Urogenital Neoplasms	Positive
5372	C04.588.945	C005274	1	Urogenital Neoplasms	Positive
5374	C04.588.945	C065299	1	Urogenital Neoplasms	Positive
5375	C04.588.945	C059006	1	Urogenital Neoplasms	Positive
5376	C04.588.945	C056068	1	Urogenital Neoplasms	Positive
5377	C04.588.945	D024505	1	Urogenital Neoplasms	Positive
5378	C04.588.945	D014498	1	Urogenital Neoplasms	Positive
7253	C04.588.945.418	D019833	2	Genital Neoplasms, Female	Positive
7250	C04.588.945.418	C004742	1	Genital Neoplasms, Female	Positive
7251	C04.588.945.418	D005054	1	Genital Neoplasms, Female	Positive
7252	C04.588.945.418	C007768	1	Genital Neoplasms, Female	Positive
7254	C04.588.945.418	C005274	1	Genital Neoplasms, Female	Positive
7258	C04.588.945.418.948	D019833	2	Uterine Neoplasms	Positive
7255	C04.588.945.418.948	C004742	1	Uterine Neoplasms	Positive
7256	C04.588.945.418.948	D005054	1	Uterine Neoplasms	Positive
7257	C04.588.945.418.948	C007768	1	Uterine Neoplasms	Positive
7259	C04.588.945.418.948	C005274	1	Uterine Neoplasms	Positive
7260	C04.588.945.418.948.585	C004742	1	Endometrial Neoplasms	Positive
7261	C04.588.945.418.948.585	D019833	1	Endometrial Neoplasms	Positive
7595	C04.588.945.418.948.850	D005054	1	Uterine Cervical Neoplasms	Positive
7596	C04.588.945.418.948.850	C007768	1	Uterine Cervical Neoplasms	Positive
7597	C04.588.945.418.948.850	C005274	1	Uterine Cervical Neoplasms	Positive
5379	C04.588.945.440	D047310	1	Genital Neoplasms, Male	Positive
5380	C04.588.945.440	D001599	1	Genital Neoplasms, Male	Positive
5381	C04.588.945.440	C004541	1	Genital Neoplasms, Male	Positive
5382	C04.588.945.440	C023623	1	Genital Neoplasms, Male	Positive
5383	C04.588.945.440	D003375	1	Genital Neoplasms, Male	Positive
5384	C04.588.945.440	D003474	1	Genital Neoplasms, Male	Positive
5385	C04.588.945.440	C028009	1	Genital Neoplasms, Male	Positive
5386	C04.588.945.440	C042577	1	Genital Neoplasms, Male	Positive
5387	C04.588.945.440	C045651	1	Genital Neoplasms, Male	Positive
5388	C04.588.945.440	C036071	1	Genital Neoplasms, Male	Positive
5389	C04.588.945.440	D019833	1	Genital Neoplasms, Male	Positive
5390	C04.588.945.440	D011794	1	Genital Neoplasms, Male	Positive
5391	C04.588.945.440	C065299	1	Genital Neoplasms, Male	Positive
5392	C04.588.945.440	C056068	1	Genital Neoplasms, Male	Positive
5393	C04.588.945.440	D024505	1	Genital Neoplasms, Male	Positive
5394	C04.588.945.440.770	D047310	1	Prostatic Neoplasms	Positive
5395	C04.588.945.440.770	D001599	1	Prostatic Neoplasms	Positive
5396	C04.588.945.440.770	C004541	1	Prostatic Neoplasms	Positive
5397	C04.588.945.440.770	C023623	1	Prostatic Neoplasms	Positive
5398	C04.588.945.440.770	D003375	1	Prostatic Neoplasms	Positive
5399	C04.588.945.440.770	D003474	1	Prostatic Neoplasms	Positive
5400	C04.588.945.440.770	C028009	1	Prostatic Neoplasms	Positive
5401	C04.588.945.440.770	C042577	1	Prostatic Neoplasms	Positive
5402	C04.588.945.440.770	C045651	1	Prostatic Neoplasms	Positive
5403	C04.588.945.440.770	C036071	1	Prostatic Neoplasms	Positive
5404	C04.588.945.440.770	D019833	1	Prostatic Neoplasms	Positive
5405	C04.588.945.440.770	D011794	1	Prostatic Neoplasms	Positive
5406	C04.588.945.440.770	C065299	1	Prostatic Neoplasms	Positive
5407	C04.588.945.440.770	C056068	1	Prostatic Neoplasms	Positive
5408	C04.588.945.440.770	D024505	1	Prostatic Neoplasms	Positive
6324	C04.588.945.947	C445979	1	Urologic Neoplasms	Positive
6325	C04.588.945.947	D003474	1	Urologic Neoplasms	Positive
6326	C04.588.945.947	D004610	1	Urologic Neoplasms	Positive
6327	C04.588.945.947	C541528	1	Urologic Neoplasms	Positive
6328	C04.588.945.947	D011794	1	Urologic Neoplasms	Positive
6329	C04.588.945.947	C059006	1	Urologic Neoplasms	Positive
6330	C04.588.945.947	D014498	1	Urologic Neoplasms	Positive
6331	C04.588.945.947.535	C445979	1	Kidney Neoplasms	Positive
6332	C04.588.945.947.535	C059006	1	Kidney Neoplasms	Positive
6825	C04.588.945.947.960	D003474	1	Urinary Bladder Neoplasms	Positive
6826	C04.588.945.947.960	D004610	1	Urinary Bladder Neoplasms	Positive
6827	C04.588.945.947.960	C541528	1	Urinary Bladder Neoplasms	Positive
6828	C04.588.945.947.960	D011794	1	Urinary Bladder Neoplasms	Positive
6829	C04.588.945.947.960	D014498	1	Urinary Bladder Neoplasms	Positive
884	C04.619	C042577	3	Neoplasms, Experimental	Positive
893	C04.619	D011794	3	Neoplasms, Experimental	Positive
898	C04.619	C003466	3	Neoplasms, Experimental	Positive
880	C04.619	D047310	2	Neoplasms, Experimental	Positive
888	C04.619	D019833	2	Neoplasms, Experimental	Positive
878	C04.619	C047948	1	Neoplasms, Experimental	Positive
879	C04.619	C006578	1	Neoplasms, Experimental	Positive
881	C04.619	D019207	1	Neoplasms, Experimental	Positive
882	C04.619	D002392	1	Neoplasms, Experimental	Positive
883	C04.619	D003474	1	Neoplasms, Experimental	Positive
885	C04.619	D005054	1	Neoplasms, Experimental	Positive
886	C04.619	C037032	1	Neoplasms, Experimental	Positive
887	C04.619	D005707	1	Neoplasms, Experimental	Positive
889	C04.619	C008281	1	Neoplasms, Experimental	Positive
890	C04.619	C010480	1	Neoplasms, Experimental	Positive
891	C04.619	D014975	1	Neoplasms, Experimental	Positive
892	C04.619	C005273	1	Neoplasms, Experimental	Positive
894	C04.619	D012431	1	Neoplasms, Experimental	Positive
895	C04.619	C018381	1	Neoplasms, Experimental	Positive
896	C04.619	C005705	1	Neoplasms, Experimental	Positive
897	C04.619	C002979	1	Neoplasms, Experimental	Positive
899	C04.619	D024505	1	Neoplasms, Experimental	Positive
900	C04.619	C005466	1	Neoplasms, Experimental	Positive
901	C04.619.169	C047948	1	Carcinoma, Ehrlich Tumor	Positive
902	C04.619.169	C006578	1	Carcinoma, Ehrlich Tumor	Positive
903	C04.619.169	D047310	1	Carcinoma, Ehrlich Tumor	Positive
904	C04.619.169	D012431	1	Carcinoma, Ehrlich Tumor	Positive
905	C04.619.169	C003466	1	Carcinoma, Ehrlich Tumor	Positive
906	C04.619.169	C005466	1	Carcinoma, Ehrlich Tumor	Positive
7810	C04.619.531	D014975	1	Leukemia, Experimental	Positive
7811	C04.619.531.594	D014975	1	Leukemia L1210	Positive
6192	C04.619.540	D019207	1	Liver Neoplasms, Experimental	Positive
6193	C04.619.540	C008281	1	Liver Neoplasms, Experimental	Positive
6194	C04.619.540	D011794	1	Liver Neoplasms, Experimental	Positive
6195	C04.619.540	C003466	1	Liver Neoplasms, Experimental	Positive
6536	C04.619.590	D002392	1	Mammary Neoplasms, Experimental	Positive
6537	C04.619.590	C042577	1	Mammary Neoplasms, Experimental	Positive
6538	C04.619.590	D019833	1	Mammary Neoplasms, Experimental	Positive
6539	C04.619.590	D011794	1	Mammary Neoplasms, Experimental	Positive
6540	C04.619.590	C002979	1	Mammary Neoplasms, Experimental	Positive
6541	C04.619.590	D024505	1	Mammary Neoplasms, Experimental	Positive
7285	C04.619.600	C042577	1	Melanoma, Experimental	Positive
7286	C04.619.600	D005707	1	Melanoma, Experimental	Positive
7061	C04.626	D003474	1	Neoplasms, Hormone-Dependent	Positive
3373	C04.697	C042577	3	Neoplastic Processes	Positive
3389	C04.697	D011794	3	Neoplastic Processes	Positive
3362	C04.697	D047310	2	Neoplastic Processes	Positive
3366	C04.697	D002392	2	Neoplastic Processes	Positive
3368	C04.697	D003474	2	Neoplastic Processes	Positive
3376	C04.697	D005054	2	Neoplastic Processes	Positive
3378	C04.697	D005707	2	Neoplastic Processes	Positive
3380	C04.697	C040920	2	Neoplastic Processes	Positive
3387	C04.697	D019787	2	Neoplastic Processes	Positive
3359	C04.697	C056165	1	Neoplastic Processes	Positive
3360	C04.697	C038491	1	Neoplastic Processes	Positive
3361	C04.697	C006578	1	Neoplastic Processes	Positive
3363	C04.697	C006680	1	Neoplastic Processes	Positive
3364	C04.697	D001599	1	Neoplastic Processes	Positive
3365	C04.697	C002070	1	Neoplastic Processes	Positive
3367	C04.697	C055786	1	Neoplastic Processes	Positive
3369	C04.697	C000596494	1	Neoplastic Processes	Positive
3370	C04.697	C004742	1	Neoplastic Processes	Positive
3371	C04.697	C050229	1	Neoplastic Processes	Positive
3372	C04.697	C028009	1	Neoplastic Processes	Positive
3374	C04.697	D004610	1	Neoplastic Processes	Positive
3375	C04.697	C045651	1	Neoplastic Processes	Positive
3377	C04.697	C032005	1	Neoplastic Processes	Positive
3379	C04.697	D019833	1	Neoplastic Processes	Positive
3381	C04.697	C016527	1	Neoplastic Processes	Positive
3382	C04.697	C006552	1	Neoplastic Processes	Positive
3383	C04.697	D047311	1	Neoplastic Processes	Positive
3384	C04.697	C040015	1	Neoplastic Processes	Positive
3385	C04.697	C005273	1	Neoplastic Processes	Positive
3386	C04.697	C005274	1	Neoplastic Processes	Positive
3388	C04.697	D009828	1	Neoplastic Processes	Positive
3390	C04.697	C040115	1	Neoplastic Processes	Positive
3391	C04.697	C012037	1	Neoplastic Processes	Positive
3392	C04.697	C003466	1	Neoplastic Processes	Positive
3393	C04.697	D014498	1	Neoplastic Processes	Positive
3394	C04.697	C005466	1	Neoplastic Processes	Positive
5916	C04.697.098	D001599	1	Carcinogenesis	Positive
5917	C04.697.098	D002392	1	Carcinogenesis	Positive
5918	C04.697.098	C000596494	1	Carcinogenesis	Positive
5919	C04.697.098	C042577	1	Carcinogenesis	Positive
5920	C04.697.098	D004610	1	Carcinogenesis	Positive
5921	C04.697.098	C032005	1	Carcinogenesis	Positive
5922	C04.697.098	C016527	1	Carcinogenesis	Positive
5923	C04.697.098	C006552	1	Carcinogenesis	Positive
5924	C04.697.098	D047311	1	Carcinogenesis	Positive
5925	C04.697.098	C040015	1	Carcinogenesis	Positive
5926	C04.697.098	D011794	1	Carcinogenesis	Positive
5927	C04.697.098	C005466	1	Carcinogenesis	Positive
5928	C04.697.098.500	D001599	1	Cell Transformation, Neoplastic	Positive
5929	C04.697.098.500	D002392	1	Cell Transformation, Neoplastic	Positive
5930	C04.697.098.500	C000596494	1	Cell Transformation, Neoplastic	Positive
5931	C04.697.098.500	C042577	1	Cell Transformation, Neoplastic	Positive
5932	C04.697.098.500	D004610	1	Cell Transformation, Neoplastic	Positive
5933	C04.697.098.500	C032005	1	Cell Transformation, Neoplastic	Positive
5934	C04.697.098.500	C016527	1	Cell Transformation, Neoplastic	Positive
